id,title,date,link,place,name__label,name__content,credit,medium,image
edanmdm-chndm_1957-61-18,Un Amour de Jeunesse,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120200,Germany,Print Maker,"Carl Ernst Forberg, German, 1844 - 1915",Gift of Anonymous Donor,Etching in dark brown ink on white satin,https://ids.si.edu/ids/deliveryService?id=CHSDM-6C817FF39BE62-000001
,,,,,After,"Heinrich von Angeli, Austrian, 1840 - 1925",,,
edanmdm-chndm_1957-61-9,La Cour,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120251,Munich,Artist,"Carl Ernst Forberg, German, 1844 - 1915",Gift of Anonymous Donor,Etching in dark brown ink on white satin,https://ids.si.edu/ids/deliveryService?id=CHSDM-1ABD9CF589F02-000001
,,,,,After,"Hugo Kaufmann, German, 1868 - 1919",,,
edanmdm-chndm_1967-48-120,Seal,1967,https://collection.cooperhewitt.org/view/objects/asitem/id/139250,USA,,,Gift of Anonymous Donor,"Jade, ruby, silver gilt",https://ids.si.edu/ids/deliveryService?id=CHSDM-54FEC2A9D1D02-000001
edanmdm-chndm_1967-48-44,Purse,1967,https://collection.cooperhewitt.org/view/objects/asitem/id/139292,France,,,Gift of Anonymous Donor,leather,https://ids.si.edu/ids/deliveryService?id=CHSDM-139292_01-000001
edanmdm-chndm_1967-48-52-a_b,Portrait miniature,1967,https://collection.cooperhewitt.org/view/objects/asitem/id/139301,France,,,Gift of Anonymous Donor,"Painted paper, enameled metal, gold, pearls, glass",https://ids.si.edu/ids/deliveryService?id=CHSDM-F269CCE3B67F2-000001
edanmdm-chndm_1967-48-9,Snuff box,1967,https://collection.cooperhewitt.org/view/objects/asitem/id/139349,Germany,,,Gift of Anonymous Donor,"Carved bloodstone, chased and engraved gold, cut diamonds, rubies, emeralds",https://ids.si.edu/ids/deliveryService?id=CHSDM-5F7A51050F812-000001
edanmdm-chndm_1952-161-208-a,Brisé fan,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105690,China,,,Gift of Anonymous Donor,"Pierced and carved ivory sticks, silk ribbon",https://ids.si.edu/ids/deliveryService?id=CHSDM-1952-161-208-aMattFlynn
edanmdm-chndm_1952-60-1-a,The Gift of Friendship: A Token of Remembrance for 1847,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/106314,USA,Engraver,"John Sartain, American, 1808–1897",Gift of Anonymous Donor,Engraving in black ink on paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-772455A8311E2-000001
,,,,,After,"Thomas Stothard, British, 1755–1834",,,
edanmdm-chndm_1953-178-102,Watch fob,1953,https://collection.cooperhewitt.org/view/objects/asitem/id/108103,New York,Maker,"Marcus and Co., New York",Gift of Anonymous Donor,"Leather, gold, stone",https://ids.si.edu/ids/deliveryService?id=CHSDM-D51E7973C84F2-000001
edanmdm-chndm_1957-61-23,La Marchande d'Eventails,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120206,Germany,Print Maker,"Wilhelm Wörnle, Austrian, 1849 - 1916",Gift of Anonymous Donor,Etching in dark brown ink on white satin,https://ids.si.edu/ids/deliveryService?id=CHSDM-D83257E3F8902-000001
,,,,,After,"Alessandro Zezzos, Italian, 1848 - 1914",,,
edanmdm-chndm_1957-61-32-b,"Seated Bear, from a Set of Sixteen Views of Bears",1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120218,Netherlands,Print Maker,"Marcus de Bye, 1639 – 1690",Gift of Anonymous Donor,Etching on white laid paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-FF07D93C999F2-000001
,,,,,After,"Marcus Gerards I, 1521 – ca. 1604",,,
edanmdm-chndm_1957-61-34,Landscape,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120220,Netherlands,,,Gift of Anonymous Donor,Etching on paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-5BCB219C04292-000001
edanmdm-chndm_1957-61-54,Chrysanthemum,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120241,New York,Manufacturer,"Tiffany & Company, American, established 1853",Gift of Anonymous Donor,silver,https://ids.si.edu/ids/deliveryService?id=CHSDM-CE3F93F3E2C32-000001
,,,,,Patentor,"Charles T. Grosjean, American, d. 1888",,,
edanmdm-chndm_1967-48-100,Vase,1967,https://collection.cooperhewitt.org/view/objects/asitem/id/139223,England,,,Gift of Anonymous Donor,Glazed and gilt earthenware,https://ids.si.edu/ids/deliveryService?id=CHSDM-EE0B47DEC2722-000001
edanmdm-chndm_1942-69-1,Belt,1942,https://collection.cooperhewitt.org/view/objects/asitem/id/77291,Russia,,,Gift of Anonymous Donor,"Medium: silk, silver thread, silver buckle, silver ornaments Technique: satin weave ribbon",https://ids.si.edu/ids/deliveryService?id=CHSDM-CC6D1DFCABFD2-000001
edanmdm-chndm_1949-151-1,Angel figure,1949,https://collection.cooperhewitt.org/view/objects/asitem/id/99917,Italy,,,Gift of Anonymous Donor,Painted papier-mâché,https://ids.si.edu/ids/deliveryService?id=CHSDM-4C67D48D412C2-000001
edanmdm-chndm_1952-166-110,Bell pull,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105959,England,Maker,"Thomas Bentley, English, 1730 – 1780",Gift of Anonymous Donor,blue and white jasperware,https://ids.si.edu/ids/deliveryService?id=CHSDM-105958_02-000001
,,,,,Maker,"Josiah Wedgwood, English, 1730 – 1795",,,
edanmdm-chndm_1952-166-52-b,Embroidery,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105992,Europe,,,Gift of Anonymous Donor,"Medium: silk, gold-wrapped silk core thread Technique: slashed and embroidered satin weave",https://ids.si.edu/ids/deliveryService?id=CHSDM-78C753C86C4F2-000001
edanmdm-chndm_1952-60-3,The Tournament,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/106317,USA,Engraver,"John Sartain, American, 1808–1897",Gift of Anonymous Donor,Mezzotint and engraving in black ink on paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-F46E61DAC9062-000001
,,,,,After,"Thomas Stothard, British, 1755–1834",,,
edanmdm-chndm_1953-178-97,Chatelaine chain,1953,https://collection.cooperhewitt.org/view/objects/asitem/id/108261,India,,,Gift of Anonymous Donor,Silver,https://ids.si.edu/ids/deliveryService?id=CHSDM-F097234BF1652-000001
edanmdm-chndm_1957-61-11,Le Sermon,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120193,Munich,Artist,"Charles Rauscher, b. 1841",Gift of Anonymous Donor,Etching in dark brown ink on white satin,https://ids.si.edu/ids/deliveryService?id=CHSDM-02491B9B89D02-000001
,,,,,After,"Mathias Schmidt, Austrian, 1835 - 1923",,,
edanmdm-chndm_1957-61-31,Burgos Cathedral,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120216,Switzerland,Print Maker,"Axel Herman Haig, Swiss, 1835 - 1921",Gift of Anonymous Donor,Etching in brown ink on cream-colored paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-0C94557B14852-000001
edanmdm-chndm_1967-48-12,Box,1967,https://collection.cooperhewitt.org/view/objects/asitem/id/139249,USA,,,Gift of Anonymous Donor,"Opal matrix, diamonds, emeralds, gold, gilding, silver",https://ids.si.edu/ids/deliveryService?id=CHSDM-78DBFB6BBA522-000001
edanmdm-chndm_1967-48-122,Seal,1967,https://collection.cooperhewitt.org/view/objects/asitem/id/139252,USA,,,Gift of Anonymous Donor,"Silver gilt, ruby",https://ids.si.edu/ids/deliveryService?id=CHSDM-7D1931D455F72-000001
edanmdm-chndm_1953-178-99,Necklace,1953,https://collection.cooperhewitt.org/view/objects/asitem/id/108263,India,Maker,Marens and Co.,Gift of Anonymous Donor,"Braided gold, enamel, cabochon turquoises and pearls, baroque pearls, foil, embroidered silk (box)",https://ids.si.edu/ids/deliveryService?id=CHSDM-F8CC240E19762-000001
edanmdm-chndm_1956-188-5,Plate,1956,https://collection.cooperhewitt.org/view/objects/asitem/id/114391,St Petersburg,,,Gift of Anonymous Donor,"porcelain, overglaze decoration",https://ids.si.edu/ids/deliveryService?id=CHSDM-270F773774FE2-000001
edanmdm-chndm_1957-61-19,À la Coté de Dieppe,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120201,Germany,Print Maker,"William Unger, German, 1837 - 1932",Gift of Anonymous Donor,Etching in dark brown ink on white satin,https://ids.si.edu/ids/deliveryService?id=CHSDM-5813588476CB2-000001
,,,,,After,"Eugen Jettel, Austrian, 1845 - 1901",,,
edanmdm-chndm_1967-45-13-a_c,casket,1967,https://collection.cooperhewitt.org/view/objects/asitem/id/138956,Netherlands,,,Gift of Anonymous Donor,"wood, rose wood, ivory, and brass",https://ids.si.edu/ids/deliveryService?id=CHSDM-138956_01-000001
edanmdm-chndm_1974-99-6,Cover,1974,https://collection.cooperhewitt.org/view/objects/asitem/id/153445,,,,Gift of Anonymous Donor,"Medium: silk embroidery on cotton foundation. Technique: running, double running, satin and stem stitches with deflected element work on plain weave foundation",https://ids.si.edu/ids/deliveryService?id=CHSDM-AECF554A38FC2-000001
edanmdm-chndm_1931-24-12-a,Figures,1931,https://collection.cooperhewitt.org/view/objects/asitem/id/44271,Italy,,,Gift of Anonymous Donor,Glazed and gilt porcelain,https://ids.si.edu/ids/deliveryService?id=CHSDM-E59A170B7F682-000001
edanmdm-chndm_1937-12-1,Pitcher,1937,https://collection.cooperhewitt.org/view/objects/asitem/id/55862,England,Manufacturer,"John Wilson & Sons, (England, 1778–1816)",Gift of Anonymous Donor,"Glazed earthenware, sprig-molded decoration, overglaze lustre",https://ids.si.edu/ids/deliveryService?id=CHSDM-5AFAFAFDBC3D2-000001
edanmdm-chndm_1937-45-1-a_b,Flower holder,1937,https://collection.cooperhewitt.org/view/objects/asitem/id/56305,USA,,,Gift of Anonymous Donor,Tin,https://ids.si.edu/ids/deliveryService?id=CHSDM-91EE40B1FDEE2-000001
edanmdm-chndm_1937-95-1,Dancing figure,1937,https://collection.cooperhewitt.org/view/objects/asitem/id/56773,France,,,Gift of Anonymous Donor,Paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-E19D2C71C6922-000001
edanmdm-chndm_1953-178-100,Necklace,1953,https://collection.cooperhewitt.org/view/objects/asitem/id/108101,India,,,Gift of Anonymous Donor,"Gold beads and filigree, cabochon rubies",https://ids.si.edu/ids/deliveryService?id=CHSDM-ECB0047957802-000001
edanmdm-chndm_1957-61-21,Susanne,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120204,Germany,Print Maker,"Charles Albert Waltner, French, 1846 - 1925",Gift of Anonymous Donor,Etching in dark brown ink on white satin,https://ids.si.edu/ids/deliveryService?id=CHSDM-200B2B683BB92-000001
,,,,,After,"Jean Jacques Henner, French, 1829 - 1905",,,
edanmdm-chndm_1957-61-35,The Present State of Great Britain,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120221,England,Print Maker,"J. Phillips, active 1770 - 1780",Gift of Anonymous Donor,Engraving on paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-AB498DBAD3932-000001
edanmdm-chndm_1957-61-36,Portrait of General Pichegru,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120222,Nuremberg,Print Maker,"Christoph Wilhelm Bock, German, 1755 - after 1830",Gift of Anonymous Donor,Engraving on paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-C30B05BA14902-000001
edanmdm-chndm_1957-61-8,Cavaliers in Idle Conversation,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120250,France,Artist,"Jehan Georges Vibert, French, 1840 - 1902",Gift of Anonymous Donor,"Pen and ink, brush and gray wash on rag board",https://ids.si.edu/ids/deliveryService?id=CHSDM-FC847EDCF5B92-000001
edanmdm-chndm_1967-48-80,Rock crystal box,1967,https://collection.cooperhewitt.org/view/objects/asitem/id/139338,France,,,Gift of Anonymous Donor,"Rock crystal, gold",https://ids.si.edu/ids/deliveryService?id=CHSDM-1CFB8B256B472-000001
edanmdm-chndm_1942-69-18-a_b,Pair of knee buckles,1942,https://collection.cooperhewitt.org/view/objects/asitem/id/77302,France,,,Gift of Anonymous Donor,"Steel, rock-crystal, foil back.",https://ids.si.edu/ids/deliveryService?id=CHSDM-7F381ED07CA42-000001
,,,,,Print Maker,"C.F. Lottes, 1701 - 1740",,,
edanmdm-chndm_1995-12-3,Brooch,1995,https://collection.cooperhewitt.org/view/objects/asitem/id/199867,USA,,,Gift of Anonymous Donor,"photograph, gilded metal",https://ids.si.edu/ids/deliveryService?id=CHSDM-56CB22A77CBB2-000001
edanmdm-chndm_a-a-29,Decoration,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/203417,France,,,Gift of Anonymous Donor,Oak,https://ids.si.edu/ids/deliveryService?id=CHSDM-66B2C0C67C4B2-000001
edanmdm-chndm_a-t-50,Seat cover,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204159,France,,,Gift of Anonymous Donor,Medium: wool Technique: tapestry weave,https://ids.si.edu/ids/deliveryService?id=CHSDM-a-t-50MattFlynn
edanmdm-chndm_a-t-844,Textile,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204242,Central Europe,,,Gift of Anonymous Donor,Medium: cotton Technique: printed by engraved roller on plain weave; mordant for purple,https://ids.si.edu/ids/deliveryService?id=CHSDM-6090390C6D312-000001
edanmdm-chndm_a-a-813,Scrimshaw,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/203879,USA,,,Gift of Anonymous Donor,"Whale tooth, india ink",https://ids.si.edu/ids/deliveryService?id=CHSDM-A43E7663E35C2-000001
edanmdm-chndm_a-t-242,Fragment,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204145,France,,,Gift of Anonymous Donor,Medium: silk Technique: painted,https://ids.si.edu/ids/deliveryService?id=CHSDM-204145_01
edanmdm-chndm_a-t-246,Textile,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204149,France,,,Gift of Anonymous Donor,Medium: silk Technique: painted on satin weave,https://ids.si.edu/ids/deliveryService?id=CHSDM-3E67F3133BD22-000001
edanmdm-chndm_a-w-794,Sidewall,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204262,USA,,,Gift of Anonymous Donor,Block-printed on ribbed paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-a-w-794MattFlynn
edanmdm-chndm_1992-68-1,Trade Card Advertisement for S. A. Maxwell Wallpaper,1992,https://collection.cooperhewitt.org/view/objects/asitem/id/195276,Iowa,For,"Maxwell & Co., S.A., Chicago, Illinois, USA",Gift of Anonymous Donor,Offset color lithograph on heavy paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-1992-68-1MattFlynn
,,,,,Manufacturer,"Maxwell & Co., S.A., Chicago, Illinois, USA",,,
edanmdm-chndm_a-a-30-a_b,Frame,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/203432,Italy Spain,,,Gift of Anonymous Donor,"wood (pine), carved and gilded",https://ids.si.edu/ids/deliveryService?id=CHSDM-A2E39E5D43B12-000001
edanmdm-chndm_a-t-6,Textile,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204161,England,,,Gift of Anonymous Donor,Medium: cotton Technique: copperplate printed on plain weave,https://ids.si.edu/ids/deliveryService?id=CHSDM-a-t-6MattFlynn
edanmdm-chndm_a-w-91-b,Sidewall,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204272,Japan,,,Gift of Anonymous Donor,Embossed and gilded,https://ids.si.edu/ids/deliveryService?id=CHSDM-204272_01-000001
edanmdm-chndm_a-t-49-a_b,Textile,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204157,France,,,Gift of Anonymous Donor,Medium: silk Technique: damask,https://ids.si.edu/ids/deliveryService?id=CHSDM-a-t-49-aMattFlynn
edanmdm-chndm_1928-15-4-y_z,2 fragments of a vessel,1928,https://collection.cooperhewitt.org/view/objects/asitem/id/214245,Syria,,,Gift of Anonymous Donor,glass,https://ids.si.edu/ids/deliveryService?id=CHSDM-F149EBF04A722-000001
edanmdm-chndm_1957-61-46-b,Chrysanthemum,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/228932,New York,Manufacturer,"Tiffany & Company, American, established 1853",Gift of Anonymous Donor,"Silver, steel",https://ids.si.edu/ids/deliveryService?id=CHSDM-0175955354AF2-000001
edanmdm-chndm_a-t-637,Portrait,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204164,Lyon,After,"Claude Bonnefond, (French, 1796–1860)",Gift of Anonymous Donor,Medium: silk Technique: Jacquard woven,https://ids.si.edu/ids/deliveryService?id=CHSDM-A-T-637MattFlynn
edanmdm-chndm_a-t-825,Badge,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204196,France,,,Gift of Anonymous Donor,"Medium: cotton, silk Technique: embroidered",https://ids.si.edu/ids/deliveryService?id=CHSDM-368D9D31A9FA2-000001
edanmdm-chndm_a-w-82,Sidewall,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204264,France,,,Gift of Anonymous Donor,Block-printed on handmade paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-a-w-82MattFlynn
edanmdm-chndm_1957-61-46-k,Chrysanthemum,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/228941,New York,Manufacturer,"Tiffany & Company, American, established 1853",Gift of Anonymous Donor,"Silver, steel",https://ids.si.edu/ids/deliveryService?id=CHSDM-0175955354AF2-000001
edanmdm-chndm_1949-49-2,Vase,1949,https://collection.cooperhewitt.org/view/objects/asitem/id/101302,Italy,,,Gift of Anonymous Donor,Earthenware,https://ids.si.edu/ids/deliveryService?id=CHSDM-C59C99AAFA2F2-000001
edanmdm-chndm_1949-49-9,Miniature in the form of a Grasshopper,1949,https://collection.cooperhewitt.org/view/objects/asitem/id/101335,Austria,,,Gift of Anonymous Donor,"metal, enamel, acetate (wings)",https://ids.si.edu/ids/deliveryService?id=CHSDM-D485513941C12-000001
edanmdm-chndm_a-w-240,Border,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204244,USA,,,Gift of Anonymous Donor,Manchine printed on paper.,https://ids.si.edu/ids/deliveryService?id=CHSDM-CB92ED03148D2-000001
edanmdm-chndm_a-w-87,Bandbox,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204268,USA,,,Gift of Anonymous Donor,"Block-printed paper, pasteboard support",https://ids.si.edu/ids/deliveryService?id=CHSDM-204268_01-000001
edanmdm-chndm_1957-61-46-g,Chrysanthemum,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/228937,New York,Manufacturer,"Tiffany & Company, American, established 1853",Gift of Anonymous Donor,"Silver, steel",https://ids.si.edu/ids/deliveryService?id=CHSDM-0175955354AF2-000001
edanmdm-chndm_1942-69-15,Buckle,1942,https://collection.cooperhewitt.org/view/objects/asitem/id/77299,France,,,Gift of Anonymous Donor,"Steel, yellow rose-cut pyrites",https://ids.si.edu/ids/deliveryService?id=CHSDM-EA3DD0FB661C2-000001
edanmdm-chndm_1942-69-17-a_b,Buckles,1942,https://collection.cooperhewitt.org/view/objects/asitem/id/77301,France,,,Gift of Anonymous Donor,"Steel, diamond paste",https://ids.si.edu/ids/deliveryService?id=CHSDM-B1759B6C1ADB2-000001
edanmdm-chndm_1931-42-1-a,Fragment,1931,https://collection.cooperhewitt.org/view/objects/asitem/id/44587,England,,,Gift of Anonymous Donor,Medium: silk Technique: compound satin,https://ids.si.edu/ids/deliveryService?id=CHSDM-8DCDD4846E362-000001
edanmdm-chndm_1941-88-29,Chinese Chippendale,1941,https://collection.cooperhewitt.org/view/objects/asitem/id/75571,France,Printer,"Desfossé et Karth, French, 1863",Gift of Anonymous Donor,Block-printed paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-1941-88-28-30MattFlynn
edanmdm-chndm_1947-69-6-a_c,Covered Dessert Cup and Trembleuse Saucer,1947,https://collection.cooperhewitt.org/view/objects/asitem/id/96919,France,Manufacturer,"Paris Porcelain Manufactory (Manufacture de la Reine), French, established 1776",Gift of Anonymous Donor,"porcelain, vitreous enamel, gold",https://ids.si.edu/ids/deliveryService?id=CHSDM-FAA5F67723F62-000001
edanmdm-chndm_1949-151-7,Spherical Cane Handle,1949,https://collection.cooperhewitt.org/view/objects/asitem/id/99934,Morocco,,,Gift of Anonymous Donor,"wood, silver",https://ids.si.edu/ids/deliveryService?id=CHSDM-E8CFF935B44E2-000001
edanmdm-chndm_1952-161-201,Pleated fan,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105683,Italy,,,Gift of Anonymous Donor,"Parchment leaf painted with watercolor; carved and pierced mother-of-pearl sticks, pin set with a brilliant",https://ids.si.edu/ids/deliveryService?id=CHSDM-1952-161-201MattFlynn
edanmdm-chndm_1952-60-5,Death of Raphael,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/106319,USA,Engraver,"John Sartain, American, 1808–1897",Gift of Anonymous Donor,Mezzotint and engraving in black ink on paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-A9DF3D43F8992-000001
,,,,,After,"Thomas Stothard, British, 1755–1834",,,
edanmdm-chndm_a-t-11,Fragment,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204139,France,,,Gift of Anonymous Donor,Medium: silk Technique: painted on tabby weave,https://ids.si.edu/ids/deliveryService?id=CHSDM-70D8F29B97C12-000001
edanmdm-chndm_a-t-828-x,Ribbon,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204235,France,,,Gift of Anonymous Donor,Medium: silk,https://ids.si.edu/ids/deliveryService?id=CHSDM-5BA0A2895D932-000001
edanmdm-chndm_a-w-89-a_b,Border,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204269,USA,,,Gift of Anonymous Donor,Block-printed on handmade paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-a-w-89-aMattFlynn
edanmdm-chndm_1949-49-1,Pedestal,1949,https://collection.cooperhewitt.org/view/objects/asitem/id/101290,France,,,Gift of Anonymous Donor,"porcelain, vitreous enamel, gold",https://ids.si.edu/ids/deliveryService?id=CHSDM-D0C929F46CF62-000001
edanmdm-chndm_1952-161-219,Brisé fan,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105702,China,,,Gift of Anonymous Donor,"Lacquered and gilded wood sticks, silk ribbon",https://ids.si.edu/ids/deliveryService?id=CHSDM-1952-161-219MattFlynn
edanmdm-chndm_1952-163-2,Piccadilly Looking Toward the City,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105882,England,Artist,"Thomas Shotter Boys, English, 1803 – 1874",Gift of Anonymous Donor,Lithograph,https://ids.si.edu/ids/deliveryService?id=CHSDM-8E09772943D32-000001
,,,,,Lithographer,"Thomas Shotter Boys, English, 1803 – 1874",,,
edanmdm-chndm_1952-164-35,Lacquer box,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105924,Japan,,,Gift of Anonymous Donor,Lacquered wood,https://ids.si.edu/ids/deliveryService?id=CHSDM-9F7FCF4B52CB2-000001
edanmdm-chndm_1953-178-80,Scarf pin with duck,1953,https://collection.cooperhewitt.org/view/objects/asitem/id/108243,USA,,,Gift of Anonymous Donor,"Gold, enamel, glass",https://ids.si.edu/ids/deliveryService?id=CHSDM-8DFBA08AB9E62-000001
edanmdm-chndm_1953-178-96,Necklace,1953,https://collection.cooperhewitt.org/view/objects/asitem/id/108260,India,,,Gift of Anonymous Donor,Silver,https://ids.si.edu/ids/deliveryService?id=CHSDM-3558AB253E032-000001
edanmdm-chndm_1957-61-15,Les Chanteurs,1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120197,Germany,Print Maker,"Wilhelm Schmidt, German, 1842 - 1922",Gift of Anonymous Donor,Etching in dark brown ink on white satin,https://ids.si.edu/ids/deliveryService?id=CHSDM-4E09F5CA48B72-000001
,,,,,After,"Ferdinand Laufbager, Austrian, 1829 - 1881",,,
edanmdm-chndm_1957-61-32-a,"Recumbent Bear, from a Set of Sixteen Views of Bears",1957,https://collection.cooperhewitt.org/view/objects/asitem/id/120217,Netherlands,Print Maker,"Marcus de Bye, 1639 – 1690",Gift of Anonymous Donor,Etching on white laid paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-3951790193A62-000001
,,,,,After,"Marcus Gerards I, 1521 – ca. 1604",,,
edanmdm-chndm_1967-48-41,Chamberlain's Key,1967,https://collection.cooperhewitt.org/view/objects/asitem/id/139288,France,,,Gift of Anonymous Donor,"Gilt bronze, tassle",https://ids.si.edu/ids/deliveryService?id=CHSDM-FCF8083C1CE62-000001
edanmdm-chndm_1937-45-3,Mold,1937,https://collection.cooperhewitt.org/view/objects/asitem/id/56306,USA,,,Gift of Anonymous Donor,Tin,https://ids.si.edu/ids/deliveryService?id=CHSDM-31B26070733B2-000001
edanmdm-chndm_1931-24-17,Mechanical pencil,1931,https://collection.cooperhewitt.org/view/objects/asitem/id/44276,USA,,,Gift of Anonymous Donor,Silver,https://ids.si.edu/ids/deliveryService?id=CHSDM-A11B69D2453F2-000001
edanmdm-chndm_1937-45-5-a,"Plate, etching",1937,https://collection.cooperhewitt.org/view/objects/asitem/id/56308,USA,,,Gift of Anonymous Donor,"Plate, etching",https://ids.si.edu/ids/deliveryService?id=CHSDM-0ADCD922BBC32-000001
edanmdm-chndm_a-t-10,Fragment,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204138,France,,,Gift of Anonymous Donor,Medium: silk Technique: painted on tabby weave,https://ids.si.edu/ids/deliveryService?id=CHSDM-C24FF7804EC22-000001
edanmdm-chndm_a-t-5,Les Losanges,1998,https://collection.cooperhewitt.org/view/objects/asitem/id/204158,Jouy,Designer,"Jean-Baptiste Huet, French, 1745 – 1811",Gift of Anonymous Donor,Medium: cotton Technique: copperplate printed on plain weave,https://ids.si.edu/ids/deliveryService?id=CHSDM-321188ADC0612-000001
edanmdm-chndm_1926-1-27,Brisé fan,1926,https://collection.cooperhewitt.org/view/objects/asitem/id/41825,England,,,Gift of Anonymous Donor,"Pierced bone sticks painted with gouache, silk ribbon",https://ids.si.edu/ids/deliveryService?id=CHSDM-1926-1-27MattFlynn
edanmdm-chndm_1938-78-1,Fragment,1938,https://collection.cooperhewitt.org/view/objects/asitem/id/60257,Spain,,,Gift of Anonymous Donor,"Medium: silk, metallic Technique: two interconnected plain weave structures (lampas) Label: silk and metallic lampas",https://ids.si.edu/ids/deliveryService?id=CHSDM-48507FF46E9F2-000001
edanmdm-chndm_1949-151-14,Sash,1949,https://collection.cooperhewitt.org/view/objects/asitem/id/99922,Canada,,,Gift of Anonymous Donor,Medium: wool Technique: diagonal interlacing,https://ids.si.edu/ids/deliveryService?id=CHSDM-B853820B4C1C2-000001
edanmdm-chndm_1952-120-2,Yad,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105317,Germany,,,Gift of Anonymous Donor,silver,https://ids.si.edu/ids/deliveryService?id=CHSDM-CH914
edanmdm-chndm_1952-161-204,Pleated fan,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105686,France,,,Gift of Anonymous Donor,"Gilded parchment leaf painted with watercolor; carved and pierced mother-of-pearl sticks with gold foil, pin set with a faceted stone",https://ids.si.edu/ids/deliveryService?id=CHSDM-1952-161-204MattFlynn
edanmdm-chndm_1952-162-69-a_b,Textile,1952,https://collection.cooperhewitt.org/view/objects/asitem/id/105868,France,,,Gift of Anonymous Donor,"Medium: silk Technique: woven, moire",https://ids.si.edu/ids/deliveryService?id=CHSDM-C9F1C21430EE2-000001
edanmdm-chndm_1960-207-2,Apollo Belvedere (Apollo Pythius),1960,https://collection.cooperhewitt.org/view/objects/asitem/id/126494,Netherlands,Print Maker,"Hendrik Goltzius, Netherlandish, 1558 – 1617",Gift of Anonymous Donor,engraving on laid paper,https://ids.si.edu/ids/deliveryService?id=CHSDM-4E3EA4F199E22-000001
,,,,,Publisher,"Harmen Adolfsz, Dutch, 1603 – 1622",,,
