"id","title","link","place","physicalDescription__label","physicalDescription__content","date__label","date__content","name__label","name__content"
"edanmdm-npg_NPG.67.53","Henry George","https://npg.si.edu/object/npg_NPG.67.53","","Medium","Oil on wood","Date","1888","Artist","George de Forest Brush, 28 Sep 1855 - 24 Apr 1941"
"","","","","Dimensions","Panel: 22.5 x 20 x 0.3cm (8 7/8 x 7 7/8 x 1/8"")","","","Sitter","Henry George, 2 Sep 1839 - 29 Oct 1897"
"","","","","Dimensions","Frame: 33.3 x 30.5 x 5.7cm (13 1/8 x 12 x 2 1/4"")","","","",""
"edanmdm-npg_NPG.65.79","John Muir","https://npg.si.edu/object/npg_NPG.65.79","","Medium","Oil on canvas","Date","c. 1917 from a 1909 photograph","Artist","Orlando Rouland, 1871 - 1945"
"","","","","Dimensions","Stretcher: 92.7 x 72.4 x 2.5cm (36 1/2 x 28 1/2 x 1"")","","","Sitter","John Muir, 21 Apr 1838 - 24 Dec 1914"
"","","","","Dimensions","Frame: 106 x 85.4 x 6.4cm (41 3/4 x 33 5/8 x 2 1/2"")","","","",""
"edanmdm-npg_NPG.79.216","Alexander Hamilton","https://npg.si.edu/object/npg_NPG.79.216","","Medium","Oil on canvas","Date","1806","Artist","John Trumbull, 6 Jun 1756 - 10 Nov 1843"
"","","","","Dimensions","Stretcher: 77.5 x 62.2 x 3.5cm (30 1/2 x 24 1/2 x 1 3/8"")","","","Copy after","Giuseppe Ceracchi, 4 Jul 1751 - 31 Jan 1801"
"","","","","Dimensions","Frame: 89.2 x 73.7 x 9.2cm (35 1/8 x 29 x 3 5/8"")","","","Sitter","Alexander Hamilton, 11 Jan 1757 - 11 Jul 1804"
"edanmdm-npg_NPG.65.57","William Moultrie","https://npg.si.edu/object/npg_NPG.65.57","South Carolina","Medium","Oil on canvas","Date","1782","Artist","Charles Willson Peale, 15 Apr 1741 - 22 Feb 1827"
"","","","","Dimensions","Stretcher: 67.6 x 57.2 x 2.5cm (26 5/8 x 22 1/2 x 1"")","","","Sitter","William Moultrie, 1730 - 27 Sep 1805"
"","","","","Dimensions","Frame: 75.6 x 65.4 x 6.4cm (29 3/4 x 25 3/4 x 2 1/2"")","","","",""
"edanmdm-npg_NPG.78.204","John Jacob Astor","https://npg.si.edu/object/npg_NPG.78.204","","Medium","Oil on canvas","Date","c. 1825","Artist","John Wesley Jarvis, 1780 - 14 Jan 1840"
"","","","","Dimensions","Other: 76.2 x 61.6cm (30 x 24 1/4"")","","","Sitter","John Jacob Astor, 17 Jul 1763 - 29 Mar 1848"
"","","","","Dimensions","Frame: 94.6 x 81.9 x 10.2cm (37 1/4 x 32 1/4 x 4"")","","","",""
"edanmdm-npg_NPG.65.61","Pocahontas","https://npg.si.edu/object/npg_NPG.65.61","","Medium","Oil on canvas","Date","after 1616","Artist","Unidentified Artist"
"","","","","Dimensions","Stretcher: 77.5 x 64.8 x 2.5cm (30 1/2 x 25 1/2 x 1"")","","","Copy after","Simon van de Passe, 1595 - 1647"
"","","","","Dimensions","Frame: 92.7 x 80 x 6.4cm (36 1/2 x 31 1/2 x 2 1/2"")","","","Sitter","Pocahontas, c. 1595 - Mar 1617"
"edanmdm-npg_NPG.66.61","Belva Ann Lockwood","https://npg.si.edu/object/npg_NPG.66.61","","Medium","Oil on canvas","Date","1913","Artist","Nellie Mathes Horne, 1870 - 27 May 1950"
"","","","","Dimensions","Stretcher: 177.8 x 101.9 x 5.1cm (70 x 40 1/8 x 2"")","","","Sitter","Belva Ann Bennett Lockwood, 25 Oct 1830 - 19 May 1917"
"","","","","Dimensions","Frame: 208.3 x 133.4 x 15.2cm (82 x 52 1/2 x 6"")","","","",""
"edanmdm-npg_NPG.72.73","Ira Aldridge as Othello","https://npg.si.edu/object/npg_NPG.72.73","","Medium","Oil on canvas","Date","c. 1830","Artist","Henry Perronet Briggs, c. 1791 - 18 Jan 1844"
"","","","","Dimensions","Stretcher: 128.3 x 103.5 x 5.1cm (50 1/2 x 40 3/4 x 2"")","","","Sitter","Ira Frederick Aldridge, 24 Jul 1807 - 10 Aug 1867"
"","","","","Dimensions","Frame: 162.6 x 136.8 x 12.7cm (64 x 53 7/8 x 5"")","","","",""
"edanmdm-npg_NPG.74.46","John Jay","https://npg.si.edu/object/npg_NPG.74.46","New York","Medium","Oil on canvas","Date","Begun 1784; completed by 1818","Artist","Gilbert Stuart, 3 Dec 1755 - 9 Jul 1828"
"","","","","Dimensions","Other: 128.3 x 101.6cm (50 1/2 x 40"")","","","Artist","John Trumbull, 6 Jun 1756 - 10 Nov 1843"
"","","","","Dimensions","Frame: 150.5 x 122.6 x 12.1cm (59 1/4 x 48 1/4 x 4 3/4"")","","","Sitter","John Jay, 12 Dec 1745 - 17 May 1829"
"edanmdm-npg_S_NPG.69.40","William Jervis Hough and Family","https://npg.si.edu/object/npg_S_NPG.69.40","New York","Medium","Oil on canvas","Date","c. 1852-1853","Artist","J. Brayton Wilcox"
"","","","","Dimensions","Accurate: 170.8 x 153.1cm (67 1/4 x 60 1/4"")","","","Sitter","William Jervis Hough, 1795 - 1869"
"","","","","Dimensions","Frame: 196.9 × 185.4 × 14cm (77 1/2 × 73 × 5 1/2"")","","","Sitter","Clarinda Carpenter Hough, 1799 - 1867"
"","","","","","","","","Sitter","William Jerome Hough"
"","","","","","","","","Sitter","Helen Clarinda Hough Stevens, 1837 - 1937?"
"","","","","","","","","Sitter","Frances Jervis Myers, 1838 - 1938?"
"edanmdm-npg_NPG.73.5","Juliette Gordon Low","https://npg.si.edu/object/npg_NPG.73.5","","Medium","Oil on canvas","Date","1887","Artist","Edward Hughes, 1832 - 1908"
"","","","","Dimensions","Stretcher: 133.4 x 96.5 x 2.5cm (52 1/2 x 38 x 1"")","","","Sitter","Juliette Gordon Low, 31 Oct 1860 - 17 Jan 1927"
"","","","","Dimensions","Frame: 167 x 130.8 x 10.2cm (65 3/4 x 51 1/2 x 4"")","","","",""
"edanmdm-npg_NPG.66.20","Edwin Forrest in the Role of Metamora","https://npg.si.edu/object/npg_NPG.66.20","","Medium","Oil on canvas","Date","c. 1832","Artist","Frederick Styles Agate, 1807 - 1 May 1844"
"","","","","Dimensions","Stretcher: 62.2 x 49.2 x 2.5cm (24 1/2 x 19 3/8 x 1"")","","","Sitter","Edwin Forrest, 9 Mar 1806 - 12 Dec 1872"
"","","","","Dimensions","Frame: 84.8 x 73 x 9.5cm (33 3/8 x 28 3/4 x 3 3/4"")","","","",""
"edanmdm-npg_NPG.78.48","Jane Addams","https://npg.si.edu/object/npg_NPG.78.48","","Medium","Oil on canvas","Date","1906","Artist","George de Forest Brush, 28 Sep 1855 - 24 Apr 1941"
"","","","","Dimensions","Stretcher: 62.9 x 45.1 x 3.8cm (24 3/4 x 17 3/4 x 1 1/2"")","","","Sitter","Jane Addams, 6 Sep 1860 - 21 May 1935"
"","","","","Dimensions","Frame: 78.1 x 67.3 x 7cm (30 3/4 x 26 1/2 x 2 3/4"")","","","",""
"edanmdm-npg_NPG.96.47","Mr. Hackett, in the Character of Rip Van Winkle","https://npg.si.edu/object/npg_NPG.96.47","New York","Medium","Oil on canvas","Date","c. 1832","Artist","Henry Inman, 28 Oct 1801 - 17 Jan 1846"
"","","","","Dimensions","Stretcher: 76.8 x 64.1 x 2.5cm (30 1/4 x 25 1/4 x 1"")","","","Sitter","James Henry Hackett, 15 Mar 1800 - 28 Dec 1871"
"","","","","Dimensions","Frame: 105.4 x 92.1 x 10.2cm (41 1/2 x 36 1/4 x 4"")","","","",""
"edanmdm-npg_NPG.69.52","Bret Harte","https://npg.si.edu/object/npg_NPG.69.52","","Medium","Oil on canvas","Date","1884","Artist","John Pettie, 17 Mar 1839 - 21 Feb 1893"
"","","","","Dimensions","Stretcher: 111.8 x 74 x 2.5cm (44 x 29 1/8 x 1"")","","","Sitter","Bret Harte, 25 Aug 1836 - 5 May 1902"
"","","","","Dimensions","Frame: 123.2 x 85.1 x 7.6cm (48 1/2 x 33 1/2 x 3"")","","","",""
"edanmdm-npg_NPG.72.28","Samuel Washington Woodhouse","https://npg.si.edu/object/npg_NPG.72.28","","Medium","Oil on canvas","Date","1857","Artist","Edward Bowers, 1822 - 1870"
"","","","","Dimensions","61cm x 51cm (24"" x 20 1/16""), Accurate","","","Sitter","Samuel Washington Woodhouse, 27 Jun 1821 - 23 Oct 1904"
"edanmdm-npg_NPG.69.50","Horatio Gates","https://npg.si.edu/object/npg_NPG.69.50","New York","Medium","Oil on canvas","Date","c. 1782","Artist","James Peale, 1749 - 24 May 1831"
"","","","","Dimensions","Stretcher: 58.4 x 48.3 x 2.5cm (23 x 19 x 1"")","","","Copy after","Charles Willson Peale, 15 Apr 1741 - 22 Feb 1827"
"","","","","Dimensions","Frame: 77.5 x 67.3 x 5.1cm (30 1/2 x 26 1/2 x 2"")","","","Sitter","Horatio Gates, 1728 - 10 Apr 1806"
"edanmdm-npg_NPG.69.54","Robert F. Kennedy","https://npg.si.edu/object/npg_NPG.69.54","New York","Medium","Oil on canvas","Date","1968","Artist","Gardner Cox, 22 Jan 1906 - 14 Jan 1988"
"","","","","Dimensions","Stretcher: 78.1 x 61cm (30 3/4 x 24"")","","","Sitter","Robert Francis Kennedy, 20 Nov 1925 - 6 Jun 1968"
"","","","","Dimensions","Frame: 105.4 x 88.9 x 8.9cm (41 1/2 x 35 x 3 1/2"")","","","",""
"edanmdm-npg_NPG.91.81","John Witherspoon","https://npg.si.edu/object/npg_NPG.91.81","","Medium","Oil on canvas","Date","1794","Artist","Rembrandt Peale, 22 Feb 1778 - 3 Oct 1860"
"","","","","Dimensions","Stretcher: 76.2 x 64.8 x 3.8cm (30 x 25 1/2 x 1 1/2"")","","","Copy after","Charles Willson Peale, 15 Apr 1741 - 22 Feb 1827"
"","","","","Dimensions","Frame: 83.8 x 71.8 x 5.1cm (33 x 28 1/4 x 2"")","","","Sitter","John Witherspoon, 5 Feb 1723 - 15 Nov 1794"
"edanmdm-npg_NPG.76.37","Lillian D. Wald","https://npg.si.edu/object/npg_NPG.76.37","","Medium","Oil on cardboard","Date","1919","Artist","William Valentine Schevill, 1864 - 1951"
"","","","","Dimensions","Board: 72.7 x 72.4 x 0.3cm (28 5/8 x 28 1/2 x 1/8"")","","","Sitter","Lillian D. Wald, 10 Mar 1867 - 1 Sep 1940"
"","","","","Dimensions","Frame: 81.3 x 82.6 x 3.8cm (32 x 32 1/2 x 1 1/2"")","","","",""
"edanmdm-npg_NPG.91.196","Cardinal James Gibbons","https://npg.si.edu/object/npg_NPG.91.196","","Medium","Oil on canvas","Date","1904","Artist","Théobald Chartran, 20 Jul 1849 - 18 Jul 1907"
"","","","","Dimensions","Sight: 146.7 x 98.4cm (57 3/4 x 38 3/4"")","","","Sitter","James Gibbons, 23 Jul 1834 - 24 Mar 1921"
"","","","","Dimensions","Frame: 177.8 x 128.9 x 8.9cm (70 x 50 3/4 x 3 1/2"")","","","",""
"edanmdm-npg_NPG.2017.20","Henry Wadsworth Longfellow","https://npg.si.edu/object/npg_NPG.2017.20","Europe","Medium","Oil on canvas","Date","1869","Artist","Thomas Buchanan Read, 12 Mar 1822 - 11 May 1872"
"","","","","Dimensions","Stretcher: 84.1 x 71.1 x 2.5cm (33 1/8 x 28 x 1"")","","","Sitter","Henry Wadsworth Longfellow, 27 Feb 1807 - 24 Mar 1882"
"","","","","Dimensions","Frame: 97.8 x 83.8 x 8.3cm (38 1/2 x 33 x 3 1/4"")","","","",""
"edanmdm-npg_NPG.69.24","John Philip Sousa","https://npg.si.edu/object/npg_NPG.69.24","","Medium","Oil on canvas","Date","1909","Artist","Harry Franklin Waltman, 1871 - 1951"
"","","","","Dimensions","Stretcher: 68.9 x 56.5 x 2.5cm (27 1/8 x 22 1/4 x 1"")","","","Sitter","John Philip Sousa, 6 Nov 1854 - 6 Mar 1932"
"","","","","Dimensions","Frame: 80 x 67.3 x 5.7cm (31 1/2 x 26 1/2 x 2 1/4"")","","","",""
"edanmdm-npg_NPG.79.171","Benjamin Lay","https://npg.si.edu/object/npg_NPG.79.171","","Medium","Oil on mahogany panel","Date","c. 1750-1758","Artist","William Williams, Sr., 1727 - 27 Apr 1791"
"","","","","Dimensions","Panel: 37.8 x 36.2 x 3.8cm (14 7/8 x 14 1/4 x 1 1/2"")","","","Sitter","Benjamin Lay, c. 1681 - 3 Feb 1759"
"","","","","Dimensions","Frame: 54.3 x 51.4 x 5.1cm (21 3/8 x 20 1/4 x 2"")","","","",""
"edanmdm-npg_NPG.67.31","Noah Webster","https://npg.si.edu/object/npg_NPG.67.31","United States","Medium","Oil on wood","Date","1833","Artist","James Herring, 12 Jan 1794 - 8 Oct 1867"
"","","","","Dimensions","Panel: 81.3 x 69.9 x 1.3cm (32 x 27 1/2 x 1/2"")","","","Sitter","Noah Webster, 16 Oct 1758 - 28 May 1843"
"","","","","Dimensions","Frame: 94 x 83.5 x 5.1cm (37 x 32 7/8 x 2"")","","","",""
"edanmdm-npg_NPG.70.46","John Randolph","https://npg.si.edu/object/npg_NPG.70.46","United States","Medium","Oil on wood","Date","1811","Artist","John Wesley Jarvis, 1780 - 14 Jan 1840"
"","","","","Dimensions","Panel: 68.6 x 55.6 x 1.3cm (27 x 21 7/8 x 1/2"")","","","Sitter","John Randolph, 2 Jun 1773 - 24 May 1833"
"","","","","Dimensions","Frame: 89.9 x 77.2 x 7.6cm (35 3/8 x 30 3/8 x 3"")","","","",""
"edanmdm-npg_NPG.2005.95","Thurlow Weed","https://npg.si.edu/object/npg_NPG.2005.95","New York","Medium","Oil on canvas","Date","c. 1843","Artist","Chester Harding, 1 Sep 1792 - 10 Apr 1866"
"","","","","Dimensions","Stretcher: 74.9 x 61cm (29 1/2 x 24"")","","","Sitter","Thurlow Weed, 15 Nov 1797 - 22 Nov 1882"
"","","","","Dimensions","Frame: 85.1 x 73 x 5.1cm (33 1/2 x 28 3/4 x 2"")","","","",""
"edanmdm-npg_NPG.81.120","Juliana Westray Wood","https://npg.si.edu/object/npg_NPG.81.120","","Medium","Oil on canvas","Date","c. 1811","Artist","Rembrandt Peale, 22 Feb 1778 - 3 Oct 1860"
"","","","","Dimensions","Frame: 103.8 x 90.8 x 10.8cm (40 7/8 x 35 3/4 x 4 1/4"")","","","Sitter","Juliana Westray Wood, 1778 - 1838"
"edanmdm-npg_NPG.78.281","Cornelius Vanderbilt","https://npg.si.edu/object/npg_NPG.78.281","","Medium","Oil on canvas","Date","1846","Artist","Nathaniel Jocelyn, 1796 - 1881"
"","","","","Dimensions","Stretcher: 76.2 x 64.8 x 2.5cm (30 x 25 1/2 x 1"")","","","Sitter","Cornelius Vanderbilt, 27 May 1794 - 4 Jan 1877"
"","","","","Dimensions","Frame: 105.4 x 92.7 x 11.4cm (41 1/2 x 36 1/2 x 4 1/2"")","","","",""
"edanmdm-npg_NPG.72.26","Zachary Taylor","https://npg.si.edu/object/npg_NPG.72.26","United States","Medium","Oil on canvas","","","Artist","James Walker, 1819 - 1889"
"","","","","Dimensions","Stretcher: 78.1 x 63.5cm (30 3/4 x 25"")","","","Sitter","Zachary Taylor, 24 Nov 1784 - 9 Jul 1850"
"","","","","Dimensions","Frame: 105.4 x 92.7 x 10.2cm (41 1/2 x 36 1/2 x 4"")","","","",""
"edanmdm-npg_NPG.81.116","Samuel L. Clemens (Mark Twain)","https://npg.si.edu/object/npg_NPG.81.116","","Medium","Oil on canvas","Date","1912 or 1913","Artist","John White Alexander, 7 Oct 1856 - 31 May 1915"
"","","","","Dimensions","Stretcher: 192.4 x 92.1 x 3.8cm (75 3/4 x 36 1/4 x 1 1/2"")","","","Sitter","Samuel Langhorne Clemens, 30 Nov 1835 - 21 Apr 1910"
"","","","","Dimensions","Frame: 210.2 x 109.2 x 7.6cm (82 3/4 x 43 x 3"")","","","",""
"edanmdm-npg_NPG.87.26","Stephen Decatur","https://npg.si.edu/object/npg_NPG.87.26","","Medium","Oil on canvas","Date","c. 1820","Attribution","Charles Bird King, 26 Sep 1785 - 18 Mar 1862"
"","","","","Dimensions","Other: 74.3 x 62.2 x 2.5cm (29 1/4 x 24 1/2 x 1"")","","","Copy after","Gilbert Stuart, 3 Dec 1755 - 9 Jul 1828"
"","","","","Dimensions","Frame: 99.7 x 87.3 x 12.7cm (39 1/4 x 34 3/8 x 5"")","","","Sitter","Stephen Decatur Jr., 5 Jan 1779 - 22 Mar 1820"
"edanmdm-npg_NPG.68.1","Harriet Beecher Stowe","https://npg.si.edu/object/npg_NPG.68.1","","Medium","Oil on canvas","Date","1853","Artist","Alanson Fisher, 1807 - 1884"
"","","","","Dimensions","Stretcher: 86.4 x 68.6 x 2.5cm (34 x 27 x 1"")","","","Sitter","Harriet Elizabeth Beecher Stowe, 14 Jun 1811 - 1 Jul 1896"
"","","","","Dimensions","Frame: 105.4 x 88.3 x 8.6cm (41 1/2 x 34 3/4 x 3 3/8"")","","","",""
"edanmdm-npg_NPG.2016.22","Francis Scott Key","https://npg.si.edu/object/npg_NPG.2016.22","Anne Arundel","Medium","Oil on canvas","Date","c. 1796","Artist","Rembrandt Peale, 22 Feb 1778 - 3 Oct 1860"
"","","","","Dimensions","Frame: 85.7 × 76.2 cm (33 3/4 × 30"")","","","Sitter","Francis Scott Key, 1779 - 1843"
"","","","","Dimensions","Stretcher: 74 × 63.8 × 3 cm (29 1/8 × 25 1/8 × 1 3/16"")","","","",""
"edanmdm-npg_NPG.90.52","John C. Calhoun","https://npg.si.edu/object/npg_NPG.90.52","United States","Medium","Oil on canvas","Date","c. 1845","Artist","George Peter Alexander Healy, 15 Jul 1813 - 24 Jun 1894"
"","","","","Dimensions","Stretcher: 91.9 x 74.1 x 3.8cm (36 3/16 x 29 3/16 x 1 1/2"")","","","Sitter","John Caldwell Calhoun, 18 Mar 1782 - 31 Mar 1850"
"","","","","Dimensions","Frame: 116.2 x 97.8 x 7cm (45 3/4 x 38 1/2 x 2 3/4"")","","","",""
"edanmdm-npg_NPG.96.102","William Lloyd Garrison","https://npg.si.edu/object/npg_NPG.96.102","New Haven","Medium","Oil on wood","Date","1833","Artist","Nathaniel Jocelyn, 1796 - 1881"
"","","","","Dimensions","Panel: 75.9 × 63 × 1.3cm (29 7/8 × 24 13/16 × 1/2"")","","","Sitter","William Lloyd Garrison, 10 Dec 1805 - 24 May 1879"
"","","","","Dimensions","Frame: 105.4 x 92.1 x 8.3cm (41 1/2 x 36 1/4 x 3 1/4"")","","","",""
"edanmdm-npg_NPG.2016.123","Margaret Fuller","https://npg.si.edu/object/npg_NPG.2016.123","Rome","Medium","Oil on canvas","Date","1848","Artist","Thomas Hicks, 18 Oct 1823 - 8 Oct 1890"
"","","","","Dimensions","Stretcher: 41.9 x 31.8cm (16 1/2 x 12 1/2"")","","","Sitter","Margaret Fuller, 23 May 1810 - 19 Jul 1850"
"","","","","Dimensions","Frame: 71.1 x 53.3 x 6.4cm (28 x 21 x 2 1/2"")","","","",""
"edanmdm-npg_NPG.75.2","Cyrus Hall McCormick","https://npg.si.edu/object/npg_NPG.75.2","","Medium","Oil on canvas","Date","mid 19th century","Artist","Charles Loring Elliott, 12 Oct 1812 - 25 Aug 1868"
"","","","","Dimensions","Stretcher: 51.4 x 41.3 x 3.8cm (20 1/4 x 16 1/4 x 1 1/2"")","","","Sitter","Cyrus Hall McCormick, 15 Feb 1809 - 13 May 1884"
"","","","","Dimensions","Frame: 59.7 x 49.5 x 6.7cm (23 1/2 x 19 1/2 x 2 5/8"")","","","",""
"edanmdm-npg_NPG.89.11","William Wirt","https://npg.si.edu/object/npg_NPG.89.11","United States","Medium","Oil on canvas","Date","c. 1809-1810","Artist","Cephas Thompson, 1 Jul 1775 - 6 Nov 1856"
"","","","","Dimensions","Frame: 107 x 90.2 x 8.9cm (42 1/8 x 35 1/2 x 3 1/2"")","","","Former attribution","John Vanderlyn, 15 Oct 1775 - 23 Sep 1852"
"","","","","","","","","Sitter","William Wirt, 8 Nov 1772 - 18 Feb 1834"
"edanmdm-npg_NPG.86.144","Admiral George Dewey","https://npg.si.edu/object/npg_NPG.86.144","","Medium","Oil on canvas","Date","1900","Artist","Théobald Chartran, 20 Jul 1849 - 18 Jul 1907"
"","","","","Dimensions","Sight: 125.7 x 87.3 x 3.8cm (49 1/2 x 34 3/8 x 1 1/2"")","","","Sitter","George Dewey, 26 Dec 1837 - 16 Jan 1917"
"","","","","Dimensions","Frame: 154.9 x 115.6 x 13.3cm (61 x 45 1/2 x 5 1/4"")","","","",""
"edanmdm-npg_NPG.71.30","Elizabeth Cady Stanton","https://npg.si.edu/object/npg_NPG.71.30","","Medium","Oil on canvas","Date","1889","Artist","Anna Elizabeth Klumpke, 1856 - 1942"
"","","","","Dimensions","Stretcher: 101 x 81.9 x 2.5cm (39 3/4 x 32 1/4 x 1"")","","","Sitter","Elizabeth Cady Stanton, 12 Nov 1815 - 26 Oct 1902"
"","","","","Dimensions","Frame: 116.8 x 97.8 x 7cm (46 x 38 1/2 x 2 3/4"")","","","",""
"edanmdm-npg_NPG.68.19","Chief Joseph","https://npg.si.edu/object/npg_NPG.68.19","Fort Leavenworth","Medium","Oil on canvas","Date","June 1878","Artist","Cyrenius Hall, 20 Mar 1830 - 1904"
"","","","","Dimensions","Stretcher: 55.9 x 46 x 2.5cm (22 x 18 1/8 x 1"")","","","Sitter","Chief Joseph, c. 1840 - 21 Sep 1904"
"","","","","Dimensions","Frame: 67.6 x 57.2 x 7cm (26 5/8 x 22 1/2 x 2 3/4"")","","","",""
"edanmdm-npg_NPG.74.5","Richard Henry Lee","https://npg.si.edu/object/npg_NPG.74.5","United States","Medium","Oil on canvas","Date","c. 1795-1805","Artist","Charles Willson Peale, 15 Apr 1741 - 22 Feb 1827"
"","","","","Dimensions","Stretcher: 75.6 x 63.8 x 3.2cm (29 3/4 x 25 1/8 x 1 1/4"")","","","Sitter","Richard Henry Lee, 20 Jan 1732 - 19 Jun 1794"
"","","","","Dimensions","Frame: 88.3 x 75.6 x 5.4cm (34 3/4 x 29 3/4 x 2 1/8"")","","","",""
"edanmdm-npg_NPG.74.72","Lucretia Coffin Mott","https://npg.si.edu/object/npg_NPG.74.72","","Medium","Oil on canvas","Date","1842","Artist","Joseph Kyle, 1815 - 1863"
"","","","","Dimensions","Stretcher: 76.8 x 64.1 x 2.5cm (30 1/4 x 25 1/4 x 1"")","","","Sitter","Lucretia Coffin Mott, 3 Jan 1793 - 11 Nov 1880"
"","","","","Dimensions","Frame: 91.8 x 78.7 x 6cm (36 1/8 x 31 x 2 3/8"")","","","",""
"edanmdm-npg_NPG.80.138","August Belmont and Isabel Perry","https://npg.si.edu/object/npg_NPG.80.138","Netherlands","Medium","Oil on canvas","Date","1854","Artist","Wouterus Verschuur, 11 Jun 1812 - 4 Jul 1874"
"","","","","Dimensions","Stretcher: 91.4 x 124.5 x 3.8cm (36 x 49 x 1 1/2"")","","","Sitter","August Belmont, 8 Dec 1816 - 24 Nov 1890"
"","","","","Dimensions","Frame: 100.6 x 133.4 x 6.4cm (39 5/8 x 52 1/2 x 2 1/2"")","","","Sitter","Isabel Perry, 19th century"
"","","","","","","","","Sitter","Caroline Slidell Perry Belmont, 1829 - 1892"
"edanmdm-npg_NPG.70.59","James Monroe","https://npg.si.edu/object/npg_NPG.70.59","United States","Medium","Oil on canvas","Date","1816","Artist","John Vanderlyn, 15 Oct 1775 - 23 Sep 1852"
"","","","","Dimensions","Stretcher: 67.3 × 57.2cm (26 1/2 × 22 1/2"")","","","Sitter","James Monroe, 28 Apr 1758 - 4 Jul 1831"
"","","","","Dimensions","Frame (Verified): 87 x 78.1 x 10.2cm (34 1/4 x 30 3/4 x 4"")","","","",""
"edanmdm-npg_NPG.2019.6","Susan Brownell Anthony","https://npg.si.edu/object/npg_NPG.2019.6","District of Columbia","Medium","Oil on canvas","Date","1895","Artist","Carl Gutherz, 28 Jan 1844 - 7 Feb 1907"
"","","","","Dimensions","Sight: 33.3 × 49.2 cm (13 1/8 × 19 3/8"")","","","Sitter","Susan Brownell Anthony, 15 Feb 1820 - 13 Mar 1906"
"","","","","Dimensions","Stretcher: 61 × 50.8 cm (24 × 20"")","","","",""
"","","","","Dimensions","Frame: 78.1 × 68.3 × 7.6 cm (30 3/4 × 26 7/8 × 3"")","","","",""
"edanmdm-npg_NPG.75.4","George Washington (Porthole type)","https://npg.si.edu/object/npg_NPG.75.4","United States","Medium","Oil on canvas","Date","c. 1853","Artist","Rembrandt Peale, 22 Feb 1778 - 3 Oct 1860"
"","","","","Dimensions","Sight (Verified): 89.5 x 71.9cm (35 1/4 x 28 5/16"")","","","Sitter","George Washington, 22 Feb 1732 - 14 Dec 1799"
"","","","","Dimensions","Frame (Verified): 117.5 x 99.9 x 10.6cm (46 1/4 x 39 5/16 x 4 3/16"")","","","",""
"","","","","Dimensions","Stretcher: 91.8 × 74.3 × 2.9 cm (36 1/8 × 29 1/4 × 1 1/8"")","","","",""
"edanmdm-npg_NPG.91.152","Anne Catharine Hoof Green","https://npg.si.edu/object/npg_NPG.91.152","Anne Arundel","Medium","Oil on canvas","Date","1769","Artist","Charles Willson Peale, 15 Apr 1741 - 22 Feb 1827"
"","","","","Dimensions","Stretcher: 91.4 x 71.1 x 2.5cm (36 x 28 x 1"")","","","Sitter","Anne Catharine Hoof Green, c. 1720 - 23 Mar 1775"
"","","","","Dimensions","Frame: 108 x 87.6 x 6.4cm (42 1/2 x 34 1/2 x 2 1/2"")","","","",""
"edanmdm-npg_NPG.92.110","Thomas Jefferson","https://npg.si.edu/object/npg_NPG.92.110","District of Columbia","Medium","Oil on wood panel","Date","1836","Artist","Charles Bird King, 26 Sep 1785 - 18 Mar 1862"
"","","","","Dimensions","Frame (Verified): 72.4 x 65.4 x 8.6cm (28 1/2 x 25 3/4 x 3 3/8"")","","","Copy after","Gilbert Stuart, 3 Dec 1755 - 9 Jul 1828"
"","","","","Dimensions","Stretcher: 57.2 × 48.3cm (22 1/2 × 19"")","","","Sitter","Thomas Jefferson, 13 Apr 1743 - 4 Jul 1826"
"edanmdm-npg_NPG.86.213","Andrew Johnson","https://npg.si.edu/object/npg_NPG.86.213","United States","Medium","Oil on canvas","Date","after 1866","Artist","Washington Bogart Cooper, 1802 - 1889"
"","","","","Dimensions","Frame (Verified): 114.3 x 96.5 x 8.9cm (45 x 38 x 3 1/2"")","","","Sitter","Andrew Johnson, 29 Dec 1808 - 31 Jul 1875"
"","","","","Dimensions","Stretcher: 92.1 × 74.3cm (36 1/4 × 29 1/4"")","","","",""
"edanmdm-npg_NPG.2016.125","Alice Dunbar Nelson","https://npg.si.edu/object/npg_NPG.2016.125","United States","Medium","Oil on canvas","Date","1927","Artist","Laura Wheeler Waring, 1887 - 1948"
"","","","","Dimensions","Stretcher: 62.4 × 51.4cm (24 9/16 × 20 1/4"")","","","Sitter","Alice Dunbar Nelson"
"","","","","Dimensions","Frame: 73.5 × 63.3 × 6.7cm (28 15/16 × 24 15/16 × 2 5/8"")","","","",""
"edanmdm-npg_NPG.65.50","Abraham Lincoln","https://npg.si.edu/object/npg_NPG.65.50","United States","Medium","Oil on canvas","Date","1887","Artist","George Peter Alexander Healy, 15 Jul 1813 - 24 Jun 1894"
"","","","","Dimensions","Stretcher: 188 × 137cm (74 × 53 15/16"")","","","Sitter","Abraham Lincoln, 12 Feb 1809 - 15 Apr 1865"
"","","","","Dimensions","Frame (Verified): 212.7 x 162.6 x 9.2cm (83 3/4 x 64 x 3 5/8"")","","","",""
"edanmdm-npg_NPG.75.52","John Adams","https://npg.si.edu/object/npg_NPG.75.52","United States","Medium","Oil on canvas","Date","1793","Artist","John Trumbull, 6 Jun 1756 - 10 Nov 1843"
